"","student_id","hours_studied","attendance","parental_involvement","access_to_resources","sleep_hours","previous_scores","internet_access","family_income","teacher_quality","school_type","gender","exam_score"
"1291",1291,22,80,"Low","Low",9,79,"Yes","Medium","Medium","Private","Female",66
"1292",1292,35,61,"Medium","High",7,61,"Yes","Medium","Medium","Private","Male",68
"1293",1293,20,73,"High","Medium",6,84,"Yes","Medium","Medium","Public","Male",67
"1294",1294,25,93,"Medium","High",5,90,"Yes","Medium","Medium","Public","Male",72
"1295",1295,20,82,"Medium","Medium",8,79,"Yes","Low","Medium","Public","Male",67
"1296",1296,19,78,"Medium","Medium",7,76,"Yes","Medium","Low","Public","Female",66
"1297",1297,26,71,"High","Low",7,65,"Yes","Low","Medium","Public","Female",66
"1298",1298,18,72,"High","High",8,95,"Yes","Medium","Medium","Public","Male",67
"1299",1299,22,75,"Medium","Medium",7,88,"Yes","Low","Medium","Private","Male",65
"1300",1300,22,93,"High","Medium",7,74,"Yes","Medium","High","Public","Male",70
"1301",1301,16,99,"Low","Medium",5,83,"Yes","Low","High","Private","Female",69
"1302",1302,26,78,"High","High",5,67,"Yes","High","High","Private","Male",69
"1303",1303,19,76,"High","Medium",8,53,"Yes","Medium","Medium","Public","Female",66
"1304",1304,15,94,"Medium","Low",8,60,"Yes","Medium","Medium","Public","Male",66
"1305",1305,23,77,"High","High",8,54,"Yes","Low","Medium","Public","Female",67
"1306",1306,15,82,"Medium","High",6,75,"Yes","Medium","Low","Public","Male",67
"1307",1307,20,69,"Medium","Medium",8,81,"Yes","Medium","Medium","Public","Male",67
"1308",1308,20,90,"High","High",6,69,"Yes","High","High","Public","Female",72
"1309",1309,27,81,"Medium","Low",9,77,"Yes","Medium","High","Public","Female",68
"1310",1310,23,92,"Medium","Low",6,54,"Yes","Medium","Medium","Public","Male",70
"1311",1311,20,91,"Medium","Medium",6,88,"Yes","Low","Medium","Public","Male",69
"1312",1312,25,69,"High","Low",7,52,"Yes","Low","Medium","Public","Male",65
"1313",1313,28,89,"High","High",8,82,"Yes","Medium","Medium","Public","Male",72
"1314",1314,23,92,"Medium","High",7,72,"Yes","Low","Medium","Public","Female",69
"1315",1315,20,74,"Medium","Medium",7,59,"Yes","High","Medium","Public","Female",68
"1316",1316,12,67,"High","High",6,76,"Yes","Low","Medium","Public","Male",62
"1317",1317,14,60,"Medium","Low",7,89,"Yes","Medium","Medium","Public","Male",60
"1318",1318,18,78,"High","Medium",7,71,"Yes","Medium","Medium","Public","Male",67
"1319",1319,16,74,"High","High",6,68,"Yes","Medium","Medium","Public","Male",67
"1320",1320,19,82,"Medium","High",7,57,"Yes","Medium","Medium","Public","Male",67
"1321",1321,20,68,"Medium","Medium",7,80,"Yes","Low","Medium","Private","Female",63
"1322",1322,23,94,"Medium","Low",10,91,"Yes","Medium","Medium","Public","Male",71
"1323",1323,20,70,"Medium","Medium",6,78,"Yes","Medium","Medium","Private","Female",66
"1324",1324,23,69,"Medium","Medium",6,58,"Yes","Medium","Medium","Public","Female",65
"1325",1325,20,79,"High","Medium",7,83,"Yes","Medium","Medium","Public","Female",69
"1326",1326,8,80,"High","Low",6,52,"Yes","Medium","Medium","Public","Female",63
"1327",1327,14,69,"Medium","Medium",5,92,"Yes","Low","Low","Public","Female",64
"1328",1328,19,71,"High","High",5,96,"Yes","Low","Medium","Private","Female",67
"1329",1329,13,67,"Medium","Medium",6,80,"Yes","Low","High","Public","Male",62
"1330",1330,24,89,"Medium","Low",6,94,"Yes","Medium","Medium","Public","Male",68
"1331",1331,29,91,"Medium","High",5,54,"Yes","Low","","Public","Male",71
"1332",1332,27,78,"High","Medium",7,61,"No","Low","Medium","Public","Female",66
"1333",1333,19,89,"Medium","High",4,66,"Yes","Low","Medium","Public","Female",69
"1334",1334,29,89,"Medium","Low",8,89,"Yes","Medium","High","Private","Male",71
"1335",1335,21,66,"Medium","Medium",6,74,"Yes","Medium","High","Private","Female",66
"1336",1336,18,99,"Medium","Medium",6,67,"Yes","Low","Medium","Public","Female",72
"1337",1337,16,93,"Medium","Medium",8,58,"Yes","High","High","Public","Female",70
"1338",1338,18,68,"Low","Medium",8,91,"Yes","Low","High","Private","Female",65
"1339",1339,18,67,"High","Medium",6,51,"Yes","Medium","High","Public","Female",64
"1340",1340,21,65,"Medium","Medium",8,67,"Yes","Low","Medium","Public","Male",63
"1341",1341,21,66,"Medium","Medium",9,62,"No","Medium","Medium","Private","Male",63
"1342",1342,20,90,"Low","Medium",5,56,"No","Medium","Medium","Public","Male",66
"1343",1343,23,79,"High","High",8,59,"Yes","Low","High","Public","Male",68
"1344",1344,27,91,"Medium","High",5,75,"Yes","High","High","Public","Male",74
"1345",1345,26,90,"High","High",9,71,"Yes","High","Low","Private","Female",71
"1346",1346,11,84,"High","Medium",6,76,"Yes","Low","High","Public","Female",67
"1347",1347,5,87,"High","Low",6,86,"Yes","Medium","High","Public","Female",66
"1348",1348,26,61,"High","Medium",9,95,"Yes","Medium","Medium","Private","Male",67
"1349",1349,12,72,"Low","High",8,56,"Yes","Low","Medium","Public","Male",62
"1350",1350,19,86,"Medium","Low",6,54,"Yes","High","High","Private","Male",68
"1351",1351,13,60,"Medium","Medium",7,66,"Yes","Low","Medium","Public","Male",62
"1352",1352,9,61,"High","Medium",6,77,"No","High","Medium","Private","Male",82
"1353",1353,23,94,"High","Medium",5,55,"Yes","Medium","Medium","Public","Male",70
"1354",1354,25,87,"High","Medium",7,86,"Yes","Medium","Low","Private","Male",72
"1355",1355,17,71,"Low","High",6,78,"Yes","Medium","Medium","Public","Female",64
"1356",1356,4,88,"Medium","High",6,87,"Yes","Medium","High","Public","Male",66
"1357",1357,17,92,"Medium","Medium",9,68,"Yes","Medium","Low","Private","Female",68
"1358",1358,22,72,"Low","Medium",6,70,"Yes","High","Medium","Public","Male",64
"1359",1359,11,61,"Low","Medium",7,90,"Yes","Medium","High","Public","Female",61
"1360",1360,21,97,"Medium","Medium",9,63,"Yes","Medium","Medium","Public","Male",69
"1361",1361,20,74,"High","High",7,69,"Yes","High","High","Private","Male",68
"1362",1362,23,64,"Medium","Medium",6,51,"Yes","Medium","Medium","Public","Male",64
"1363",1363,21,80,"Medium","High",7,78,"Yes","Low","High","Private","Female",67
"1364",1364,14,91,"Medium","Medium",8,93,"Yes","Medium","Medium","Public","Male",67
"1365",1365,27,69,"Medium","Medium",8,51,"Yes","High","Medium","Public","Male",65
"1366",1366,19,71,"High","Medium",10,81,"Yes","Medium","High","Public","Female",68
"1367",1367,20,70,"Medium","High",6,92,"Yes","Medium","Low","Public","Male",67
"1368",1368,14,100,"Low","Medium",7,75,"Yes","Low","","Public","Male",67
"1369",1369,17,68,"Medium","High",5,66,"Yes","High","Medium","Public","Male",64
"1370",1370,15,83,"High","High",8,100,"Yes","Medium","Medium","Public","Female",70
"1371",1371,19,97,"Medium","High",7,53,"Yes","Low","Low","Private","Male",69
"1372",1372,30,66,"Medium","High",7,61,"Yes","High","High","Private","Male",66
"1373",1373,12,99,"Low","Medium",6,94,"Yes","Medium","Medium","Public","Male",69
"1374",1374,10,98,"Low","Medium",6,65,"Yes","Low","High","Private","Male",66
"1375",1375,29,95,"High","Medium",7,91,"Yes","Low","Medium","Public","Female",73
"1376",1376,19,69,"Medium","Medium",6,67,"No","High","High","Private","Male",66
"1377",1377,16,85,"Medium","High",7,91,"Yes","Medium","Medium","Public","Male",69
"1378",1378,26,90,"Medium","Low",7,84,"Yes","Medium","Medium","Public","Male",70
"1379",1379,16,99,"High","Medium",5,73,"Yes","Medium","Medium","Private","Male",71
"1380",1380,31,67,"Low","High",5,76,"Yes","Medium","High","Public","Male",70
"1381",1381,24,91,"High","Low",6,59,"Yes","Low","Medium","Private","Male",69
"1382",1382,17,74,"Medium","Medium",9,56,"Yes","Medium","High","Private","Male",63
"1383",1383,33,67,"High","Medium",6,86,"Yes","Medium","High","Public","Female",71
"1384",1384,16,77,"High","High",7,92,"Yes","Medium","Medium","Public","Male",67
"1385",1385,24,92,"Medium","Medium",5,86,"Yes","Medium","High","Public","Female",73
"1386",1386,22,79,"Low","High",6,96,"Yes","High","Medium","Public","Male",68
"1387",1387,28,82,"Low","Medium",5,95,"Yes","High","Low","Public","Male",69
"1388",1388,29,100,"High","High",8,89,"Yes","Medium","Medium","Private","Female",76
"1389",1389,20,76,"Low","Medium",5,95,"Yes","Low","High","Public","Male",68
"1390",1390,15,85,"Medium","Medium",8,58,"Yes","Low","Medium","Private","Male",65
"1391",1391,23,75,"Medium","Medium",8,87,"Yes","High","Low","Public","Female",66
"1392",1392,16,76,"Medium","Low",7,88,"Yes","Low","Medium","Public","Male",65
"1393",1393,32,88,"Low","Medium",8,58,"Yes","Low","High","Private","Male",69
"1394",1394,21,98,"High","Medium",10,95,"Yes","Medium","Medium","Public","Male",71
"1395",1395,18,82,"High","Low",8,50,"Yes","High","Medium","Public","Male",66
"1396",1396,21,91,"Medium","High",5,72,"Yes","Low","Medium","Public","Female",69
"1397",1397,12,64,"Medium","Medium",9,51,"No","Low","Medium","Public","Male",59
"1398",1398,14,68,"Medium","High",7,76,"Yes","High","Medium","Public","Male",65
"1399",1399,27,80,"High","High",10,71,"Yes","Low","Low","Public","Male",72
"1400",1400,16,61,"Medium","Low",6,81,"Yes","Medium","Medium","Public","Male",60
"1401",1401,14,70,"Medium","Medium",9,88,"Yes","High","Medium","Private","Female",64
"1402",1402,23,81,"Medium","Medium",7,88,"Yes","Low","Medium","Public","Male",69
"1403",1403,27,61,"High","High",10,86,"Yes","Medium","High","Private","Female",70
"1404",1404,24,71,"Medium","High",7,55,"Yes","High","Medium","Public","Male",67
"1405",1405,26,81,"Medium","Medium",10,71,"Yes","Medium","Medium","Private","Female",67
"1406",1406,15,83,"Medium","Low",8,91,"Yes","Low","Medium","Private","Male",64
"1407",1407,11,97,"Medium","Medium",8,83,"Yes","Medium","High","Private","Male",68
"1408",1408,29,86,"Medium","High",10,84,"Yes","Low","High","Private","Female",72
"1409",1409,18,77,"Medium","High",6,61,"Yes","Low","Medium","Private","Female",65
"1410",1410,18,97,"Medium","High",8,66,"Yes","Medium","Medium","Public","Male",70
"1411",1411,28,91,"High","Medium",7,98,"Yes","Low","Medium","Private","Male",75
"1412",1412,23,68,"Low","Low",7,92,"No","Low","High","Private","Male",65
"1413",1413,23,65,"Medium","High",7,58,"Yes","Low","Medium","Public","Female",63
"1414",1414,33,87,"Medium","High",8,77,"Yes","Low","Medium","Private","Male",71
"1415",1415,16,82,"Medium","Low",8,75,"Yes","Medium","Medium","Public","Female",66
"1416",1416,26,92,"Medium","Low",6,72,"Yes","Low","Medium","Private","Female",69
"1417",1417,20,90,"High","Medium",7,74,"No","High","Low","Private","Female",68
"1418",1418,22,85,"Medium","High",4,82,"Yes","Medium","High","Public","Male",71
"1419",1419,29,99,"High","Medium",8,98,"No","Low","Low","Public","Male",77
"1420",1420,23,81,"High","Low",10,94,"Yes","Medium","High","Public","Female",70
"1421",1421,23,65,"Medium","Medium",7,94,"Yes","High","Medium","Public","Female",66
"1422",1422,26,93,"High","Medium",5,85,"Yes","High","High","Public","Female",73
"1423",1423,18,70,"Medium","Medium",8,51,"Yes","Low","Medium","Private","Male",62
"1424",1424,15,91,"Medium","Medium",6,72,"Yes","Medium","Medium","Public","Female",65
"1425",1425,14,98,"High","High",7,76,"Yes","Low","Medium","Public","Male",71
"1426",1426,8,88,"Medium","Medium",8,92,"Yes","Low","Medium","Public","Male",66
"1427",1427,32,84,"Low","Medium",8,96,"Yes","Low","Medium","Public","Female",72
"1428",1428,13,78,"Medium","Medium",9,73,"Yes","Medium","High","Private","Male",64
"1429",1429,19,75,"Medium","Medium",7,65,"Yes","Low","Low","Private","Female",63
"1430",1430,18,74,"Low","Medium",7,67,"Yes","Low","Medium","Public","Male",63
"1431",1431,22,85,"High","Medium",8,79,"Yes","Medium","High","Public","Female",72
"1432",1432,25,90,"Medium","Medium",7,64,"Yes","Medium","High","Public","Male",71
"1433",1433,25,87,"High","High",6,96,"No","Medium","Medium","Public","Female",72
"1434",1434,17,68,"Medium","High",8,71,"Yes","Medium","High","Private","Male",65
"1435",1435,19,80,"Medium","Medium",5,100,"Yes","Medium","Medium","Public","Female",67
"1436",1436,22,92,"Low","High",7,55,"Yes","Low","Medium","Public","Female",68
"1437",1437,19,79,"Medium","High",5,59,"Yes","Low","Medium","Private","Male",66
"1438",1438,30,81,"Medium","High",6,76,"Yes","High","Medium","Public","Male",72
"1439",1439,23,91,"High","Medium",6,93,"Yes","Low","Low","Public","Female",71
"1440",1440,24,86,"Medium","High",6,68,"Yes","Low","High","Public","Female",70
"1441",1441,24,76,"Medium","Medium",9,92,"Yes","Medium","Low","Public","Female",68
"1442",1442,27,96,"Medium","High",9,71,"Yes","Low","Medium","Private","Female",72
"1443",1443,21,67,"Low","Medium",9,93,"Yes","Low","High","Public","Male",66
"1444",1444,12,100,"Medium","Medium",7,64,"Yes","Medium","High","Public","Male",69
"1445",1445,22,65,"Low","Medium",6,74,"Yes","Medium","Medium","Public","Male",65
"1446",1446,16,61,"High","High",8,64,"Yes","Low","High","Public","Male",62
"1447",1447,17,96,"High","High",7,61,"Yes","Low","High","Public","Female",69
"1448",1448,24,70,"Medium","Medium",7,71,"Yes","Medium","Low","Public","Male",65
"1449",1449,27,89,"Medium","Low",4,67,"Yes","Low","Low","Private","Female",69
"1450",1450,20,92,"Low","High",8,89,"Yes","Low","Medium","Public","Female",69
"1451",1451,22,94,"High","Medium",8,87,"Yes","Low","","Private","Female",73
"1452",1452,30,100,"High","Medium",7,68,"Yes","Medium","Medium","Private","Female",75
"1453",1453,21,72,"High","High",8,100,"Yes","Low","High","Private","Male",70
"1454",1454,36,88,"Medium","High",8,99,"Yes","Low","Medium","Private","Female",74
"1455",1455,23,65,"Medium","Medium",6,96,"Yes","Low","Low","Public","Male",65
"1456",1456,9,76,"Medium","Medium",7,79,"Yes","Medium","Medium","Public","Male",63
"1457",1457,25,94,"High","High",5,71,"Yes","Medium","High","Public","Female",74
"1458",1458,22,75,"High","High",9,66,"Yes","Low","Medium","Private","Male",67
"1459",1459,28,84,"Medium","Medium",8,51,"No","Medium","Medium","Public","Female",71
"1460",1460,24,80,"High","Low",6,82,"Yes","Low","High","Public","Female",68
"1461",1461,19,86,"High","Medium",8,78,"Yes","Medium","Medium","Public","Female",69
"1462",1462,13,99,"Medium","High",7,81,"Yes","Medium","Medium","Public","Male",71
"1463",1463,19,62,"High","Medium",6,79,"Yes","Medium","Medium","Public","Female",66
"1464",1464,15,83,"Medium","Medium",7,57,"Yes","Medium","Medium","Private","Male",65
"1465",1465,17,95,"Medium","Low",8,85,"No","Low","High","Private","Female",66
"1466",1466,24,79,"Low","Low",8,68,"Yes","Low","Medium","Private","Male",65
"1467",1467,30,63,"Medium","Medium",10,76,"Yes","Medium","Medium","Public","Female",67
"1468",1468,22,82,"High","Medium",7,68,"Yes","Low","Medium","Private","Male",70
"1469",1469,13,73,"Medium","Medium",7,51,"Yes","Low","Medium","Public","Male",63
"1470",1470,23,66,"Low","Low",8,94,"Yes","Medium","High","Private","Male",64
"1471",1471,27,94,"Medium","Medium",7,57,"Yes","Medium","Medium","Private","Male",71
"1472",1472,16,81,"Medium","High",6,79,"Yes","Low","High","Public","Female",68
"1473",1473,19,97,"Medium","Low",6,94,"Yes","High","Medium","Public","Male",72
"1474",1474,20,92,"Medium","High",4,61,"Yes","High","Medium","Public","Male",71
"1475",1475,15,88,"Low","Low",8,71,"No","Low","Low","Private","Male",64
"1476",1476,24,60,"High","Low",5,69,"Yes","Medium","High","Public","Male",64
"1477",1477,19,77,"High","Medium",6,54,"Yes","High","Medium","Private","Male",66
"1478",1478,23,68,"Medium","High",7,71,"Yes","Medium","","Public","Female",68
"1479",1479,15,96,"High","Medium",7,74,"Yes","Low","Low","Private","Male",68
"1480",1480,17,67,"High","Medium",10,51,"Yes","Low","Medium","Public","Male",65
"1481",1481,24,71,"Medium","Medium",5,74,"Yes","Medium","Medium","Private","Male",67
"1482",1482,18,81,"Medium","Low",10,55,"Yes","Low","Medium","Public","Male",64
"1483",1483,30,71,"High","Medium",9,95,"No","Medium","Medium","Public","Male",70
"1484",1484,18,68,"Medium","High",8,83,"Yes","Low","Medium","Public","Male",65
"1485",1485,21,84,"Medium","Low",9,53,"Yes","Medium","High","Public","Female",65
"1486",1486,26,64,"High","Medium",8,91,"Yes","Medium","Medium","Public","Male",68
"1487",1487,11,62,"Medium","High",4,68,"Yes","High","Medium","Public","Male",61
"1488",1488,9,75,"High","Low",8,61,"Yes","Medium","","Public","Male",63
"1489",1489,11,89,"Medium","Medium",5,63,"Yes","Medium","Medium","Public","Female",65
"1490",1490,28,82,"Medium","Medium",6,80,"Yes","Low","Medium","Private","Female",69
"1491",1491,17,77,"Medium","Medium",7,54,"Yes","Low","High","Public","Male",64
"1492",1492,35,83,"Medium","Low",6,53,"Yes","Low","Medium","Private","Female",69
"1493",1493,17,75,"High","Medium",8,81,"Yes","High","Medium","Public","Male",67
"1494",1494,21,97,"Medium","High",7,99,"Yes","Medium","High","Public","Male",74
"1495",1495,29,62,"High","Medium",8,74,"Yes","Low","Medium","Private","Male",66
"1496",1496,32,87,"Medium","High",7,71,"Yes","High","Low","Public","Male",72
"1497",1497,32,96,"Medium","Low",7,97,"Yes","Low","Medium","Public","Male",73
"1498",1498,27,92,"High","Medium",6,62,"Yes","Medium","High","Public","Male",73
"1499",1499,26,67,"Low","Medium",5,62,"Yes","Medium","Medium","Public","Male",63
"1500",1500,24,72,"High","Medium",7,95,"Yes","Low","Medium","Public","Male",69
"1501",1501,25,89,"Low","Low",6,82,"Yes","Low","Medium","Public","Male",71
"1502",1502,17,63,"High","Medium",9,53,"Yes","Low","High","Public","Male",63
"1503",1503,15,92,"Medium","High",5,84,"Yes","High","Low","Public","Female",69
"1504",1504,20,89,"High","High",10,91,"Yes","Medium","Medium","Private","Male",72
"1505",1505,19,89,"High","Low",7,64,"Yes","Low","Medium","Public","Female",68
"1506",1506,17,64,"Low","High",7,69,"Yes","Medium","Medium","Public","Female",62
"1507",1507,24,89,"Low","High",6,60,"Yes","Low","Medium","Private","Male",68
"1508",1508,26,87,"Medium","Medium",8,82,"Yes","Low","Medium","Public","Male",71
"1509",1509,21,93,"Medium","Low",7,83,"No","High","High","Public","Male",67
"1510",1510,29,62,"Low","High",7,53,"Yes","Low","Medium","Private","Female",65
"1511",1511,13,61,"Low","Medium",8,84,"No","Medium","High","Public","Male",60
"1512",1512,19,75,"Medium","High",8,83,"Yes","High","Medium","Public","Male",68
"1513",1513,16,66,"Low","Medium",9,52,"Yes","Medium","Low","Public","Male",59
"1514",1514,9,82,"High","Medium",8,78,"Yes","High","Medium","Public","Female",64
"1515",1515,20,97,"High","Medium",6,81,"Yes","Low","Low","Public","Male",71
"1516",1516,19,76,"High","High",4,72,"Yes","High","","Public","Female",68
"1517",1517,29,94,"Low","Medium",7,95,"No","Low","Medium","Public","Male",70
"1518",1518,24,60,"Low","Low",7,66,"Yes","Medium","High","Public","Female",62
"1519",1519,14,67,"Medium","Medium",10,53,"Yes","High","Medium","Public","Male",62
